species_guid,plant_parts,pest_stage,visibility_type,spreading_way
93bfb8fd-9f83-4686-8f7d-4eb80c25bf2f,叶,,,
93bfb8fd-9f83-4686-8f7d-4eb80c25bf2f,茎;枝;芽,,,
93bfb8fd-9f83-4686-8f7d-4eb80c25bf2f,花,,,
93bfb8fd-9f83-4686-8f7d-4eb80c25bf2f,根,,,
4d9aca56-7d81-4634-995c-79e24a3fc08a,叶,,,
dea42391-f1c7-415a-8107-c6d519cc276a,叶,,,
ce8a1db7-c6e6-42a7-a3c0-b3387ec80ed6,种子,,,
ce8a1db7-c6e6-42a7-a3c0-b3387ec80ed6,种苗;组培苗,,,
ce8a1db7-c6e6-42a7-a3c0-b3387ec80ed6,叶,,,
ce8a1db7-c6e6-42a7-a3c0-b3387ec80ed6,茎;枝;芽,,,
ce8a1db7-c6e6-42a7-a3c0-b3387ec80ed6,花,,,
ce8a1db7-c6e6-42a7-a3c0-b3387ec80ed6,果实（包括果柄）,,,
ce8a1db7-c6e6-42a7-a3c0-b3387ec80ed6,根,,,
93c90023-bc4c-4a55-83c3-a80c62d99887,种子,,,
93c90023-bc4c-4a55-83c3-a80c62d99887,种苗;组培苗,,,
93c90023-bc4c-4a55-83c3-a80c62d99887,叶,,,
93c90023-bc4c-4a55-83c3-a80c62d99887,茎;枝;芽,,,
93c90023-bc4c-4a55-83c3-a80c62d99887,花,,,
93c90023-bc4c-4a55-83c3-a80c62d99887,果实（包括果柄）,,,
93c90023-bc4c-4a55-83c3-a80c62d99887,根,,,
975567b0-4cbb-40d8-bb15-18ea838e1fd1,叶,,,
a2a08b9f-422e-4c26-9110-850c384cea9d,叶,,,
94e02c8d-6892-4aae-bc55-28af1d2a91f2,种子,,,
94e02c8d-6892-4aae-bc55-28af1d2a91f2,种苗;组培苗,,,
94e02c8d-6892-4aae-bc55-28af1d2a91f2,叶,,,
94e02c8d-6892-4aae-bc55-28af1d2a91f2,茎;枝;芽,,,
94e02c8d-6892-4aae-bc55-28af1d2a91f2,花,,,
94e02c8d-6892-4aae-bc55-28af1d2a91f2,果实（包括果柄）,,,
94e02c8d-6892-4aae-bc55-28af1d2a91f2,根,,,
8a12186d-3907-40ef-b47b-2ee2cc879492,叶,,,
8a12186d-3907-40ef-b47b-2ee2cc879492,茎;枝;芽,,,
88674fae-8762-44b7-9f6d-e635aa24ac50,种子,,,
88674fae-8762-44b7-9f6d-e635aa24ac50,种苗;组培苗,,,
88674fae-8762-44b7-9f6d-e635aa24ac50,叶,,,
88674fae-8762-44b7-9f6d-e635aa24ac50,花,,,
88674fae-8762-44b7-9f6d-e635aa24ac50,果实（包括果柄）,,,
88674fae-8762-44b7-9f6d-e635aa24ac50,根,,,
9cbeef41-fdc9-41b5-a487-10959af36579,全株,,,
67055843-4d56-40e5-8526-e191fdfb4f14,全株,,,
9275071a-b644-4549-97ee-8c9e6be6e4a5,种子,,,
9275071a-b644-4549-97ee-8c9e6be6e4a5,种苗;组培苗,,,
9275071a-b644-4549-97ee-8c9e6be6e4a5,叶,,,
9275071a-b644-4549-97ee-8c9e6be6e4a5,茎;枝;芽,,,
9275071a-b644-4549-97ee-8c9e6be6e4a5,花,,,
9275071a-b644-4549-97ee-8c9e6be6e4a5,根,,,
d96d34dd-7970-4a5d-9276-1fb5cbf2a096,全株,,,
e5e0d226-9b1d-4f8f-a0f3-7161d73afd4a,叶,,,
ccdc03c3-a644-4fc9-96ed-ca81b7d390fd,种子,,,
ccdc03c3-a644-4fc9-96ed-ca81b7d390fd,种苗;组培苗,,,
ccdc03c3-a644-4fc9-96ed-ca81b7d390fd,叶,,,
ccdc03c3-a644-4fc9-96ed-ca81b7d390fd,茎;枝;芽,,,
ccdc03c3-a644-4fc9-96ed-ca81b7d390fd,花,,,
ccdc03c3-a644-4fc9-96ed-ca81b7d390fd,果实（包括果柄）,,,
ccdc03c3-a644-4fc9-96ed-ca81b7d390fd,根,,,
83d11f87-8a52-4882-ac87-250728bac2bc,叶,,,
6f1212b9-d23c-4254-ab9b-cd59ed80a733,叶,,,
f18a3621-633d-4aa9-9d66-9c03606b82be,种子,,,
f18a3621-633d-4aa9-9d66-9c03606b82be,种苗;组培苗,,,
f18a3621-633d-4aa9-9d66-9c03606b82be,叶,,,
f18a3621-633d-4aa9-9d66-9c03606b82be,茎;枝;芽,,,
f18a3621-633d-4aa9-9d66-9c03606b82be,花,,,
f18a3621-633d-4aa9-9d66-9c03606b82be,果实（包括果柄）,,,
f18a3621-633d-4aa9-9d66-9c03606b82be,根,,,
66032699-d792-4cdc-a409-b3c0914a0eb4,叶,,,
93dd07db-d1ea-416a-8cca-d2028696e53c,种苗;组培苗,,裸眼可见,
93dd07db-d1ea-416a-8cca-d2028696e53c,叶,,裸眼可见,
93dd07db-d1ea-416a-8cca-d2028696e53c,茎;枝;芽,,不可见,
93dd07db-d1ea-416a-8cca-d2028696e53c,花,,裸眼可见,
93dd07db-d1ea-416a-8cca-d2028696e53c,果实（包括果柄）,,不可见,
93dd07db-d1ea-416a-8cca-d2028696e53c,根,,不可见,
674f586f-6bd3-4c37-bc8e-4006de569b30,全株,,,
08c0cdfb-6004-4d1d-a1a5-c466b76592e2,种子,,裸眼可见,
08c0cdfb-6004-4d1d-a1a5-c466b76592e2,种苗;组培苗,,裸眼可见,
08c0cdfb-6004-4d1d-a1a5-c466b76592e2,叶,,裸眼可见,
08c0cdfb-6004-4d1d-a1a5-c466b76592e2,树皮,,裸眼可见,
08c0cdfb-6004-4d1d-a1a5-c466b76592e2,生长介质,,裸眼可见,
08c0cdfb-6004-4d1d-a1a5-c466b76592e2,木材,,裸眼可见,
08c0cdfb-6004-4d1d-a1a5-c466b76592e2,鳞球茎（包括鳞茎/块茎/块根）,,裸眼可见,
08c0cdfb-6004-4d1d-a1a5-c466b76592e2,茎;枝;芽,,裸眼可见,
08c0cdfb-6004-4d1d-a1a5-c466b76592e2,花,,裸眼可见,
08c0cdfb-6004-4d1d-a1a5-c466b76592e2,果实（包括果柄）,,裸眼可见,
08c0cdfb-6004-4d1d-a1a5-c466b76592e2,根,,裸眼可见,
5b30ccdd-0924-4944-8e08-03003668f47d,全株,,,
d9cc786e-16ba-4241-bd92-aede4d904439,叶,,,
d9cc786e-16ba-4241-bd92-aede4d904439,果实（包括果柄）,,,
f82f01ee-8e00-4641-8b82-eb90a83f4297,叶,,,
f82f01ee-8e00-4641-8b82-eb90a83f4297,芽,,,
f82f01ee-8e00-4641-8b82-eb90a83f4297,根,,,
14ad3f02-07ca-47ac-82c4-5f5c783833f9,种子,,,
14ad3f02-07ca-47ac-82c4-5f5c783833f9,种苗;组培苗,,,
14ad3f02-07ca-47ac-82c4-5f5c783833f9,叶,,,
14ad3f02-07ca-47ac-82c4-5f5c783833f9,茎;枝;芽,,,
14ad3f02-07ca-47ac-82c4-5f5c783833f9,花,,,
14ad3f02-07ca-47ac-82c4-5f5c783833f9,果实（包括果柄）,,,
14ad3f02-07ca-47ac-82c4-5f5c783833f9,根,,,
42c384cb-1ae3-4079-bf02-640759c76524,种子,,,
42c384cb-1ae3-4079-bf02-640759c76524,种苗;组培苗,,,
42c384cb-1ae3-4079-bf02-640759c76524,叶,,,
42c384cb-1ae3-4079-bf02-640759c76524,茎;枝;芽,,,
42c384cb-1ae3-4079-bf02-640759c76524,花,,,
42c384cb-1ae3-4079-bf02-640759c76524,根,,,
e1991a40-00ed-4194-94b5-b9c85291be38,叶,,,
517f82bc-bbcc-4e58-8353-396c0980633e,叶,,,
9e19e9d5-1395-4892-84c9-02304009b527,全株,,,
6ad88fe9-d3a3-4395-8f42-97a54bd2fbb6,全株,,,
05cd272d-faca-4496-9302-b62030700264,种子,,,
05cd272d-faca-4496-9302-b62030700264,种苗;组培苗,,,
05cd272d-faca-4496-9302-b62030700264,叶,,,
05cd272d-faca-4496-9302-b62030700264,茎;枝;芽,,,
05cd272d-faca-4496-9302-b62030700264,花,,,
05cd272d-faca-4496-9302-b62030700264,果实（包括果柄）,,,
05cd272d-faca-4496-9302-b62030700264,根,,,
2d6c6cf3-0bc2-47b5-ab6c-bc72bb286ecb,叶,,,
2d6c6cf3-0bc2-47b5-ab6c-bc72bb286ecb,果实（包括果柄）,,,
d75a938c-0760-4123-a8fd-9179e7e24854,全株,,,
72378ff4-5cd1-404b-8050-7ad248215976,全株,,,
15164d8f-6c58-4131-95a7-ee598d145704,全株,,,
2b7f4dd6-be13-4888-865b-96c3ab4e0864,全株,,,
4d23842f-97b9-445a-867e-aa2bbd703875,叶,,,
7bf12d79-b9cb-4982-9c85-d8d1fa3021ee,全株,,,
2e297438-9759-4216-b7e1-22272430e187,全株,,,
577bbcd3-bafa-4f25-924b-2ba670539a6b,全株,,,
16976889-3d5c-414a-9da3-1b48d5aeceb7,叶,,,
16976889-3d5c-414a-9da3-1b48d5aeceb7,芽,,,
16976889-3d5c-414a-9da3-1b48d5aeceb7,全株,,,
16976889-3d5c-414a-9da3-1b48d5aeceb7,花,,,
5f36a610-7aa4-474d-9d15-be7c4e28dd9e,种子,幼虫,裸眼可见,
5f36a610-7aa4-474d-9d15-be7c4e28dd9e,果实（包括果柄）,,,
9236aa30-abe3-4ddf-9348-9888c82321b2,全株,,,
1ec3e6f1-ab83-46ad-9f21-03e316577e8b,全株,,,
971d2cc5-459d-4ada-8b9f-27fb7fcc777a,全株,,,
194efed9-2ca5-4bd3-87ee-20673b4ec44d,全株,,,
29c34d69-3478-4241-a523-1c7a2e9a186a,全株,,,
35e8682c-ed86-45c5-928d-31bd2dc25907,全株,,,
7f88056d-95d4-4f56-9c7c-68e3fe92642f,全株,,,
ce041c00-339e-4308-8815-bcab9f2e71bb,叶,,,
ce041c00-339e-4308-8815-bcab9f2e71bb,花,,,
54ca57e8-7328-44a4-872a-f3dbf84c8069,果实（包括果柄）,成虫,裸眼可见,
690bf645-351e-4270-bdb3-a6959b30db02,叶,,,
e2898166-b681-4a50-9bd1-c5d2ea0080b0,种苗;组培苗,,不可见,
e2898166-b681-4a50-9bd1-c5d2ea0080b0,叶,,不可见,
e2898166-b681-4a50-9bd1-c5d2ea0080b0,花,,不可见,
e2898166-b681-4a50-9bd1-c5d2ea0080b0,果实（包括果柄）,,不可见,
e2898166-b681-4a50-9bd1-c5d2ea0080b0,根,,不可见,
50599544-472e-47bd-a1b0-26e0ad26853a,全株,,,
4ee0a8d8-0d2e-4b6a-9aa5-62b60384688b,种子,,,
4ee0a8d8-0d2e-4b6a-9aa5-62b60384688b,种苗;组培苗,,,
4ee0a8d8-0d2e-4b6a-9aa5-62b60384688b,叶,,,
4ee0a8d8-0d2e-4b6a-9aa5-62b60384688b,花,,,
4ee0a8d8-0d2e-4b6a-9aa5-62b60384688b,果实（包括果柄）,,,
4ee0a8d8-0d2e-4b6a-9aa5-62b60384688b,根,,,
0344fd7b-3fb9-48f3-8147-c5defddbecc3,全株,,,
a60b22fe-cb41-4aa7-bbfc-38584b948b1e,叶,,,
f26a685b-4b70-4470-b634-725b9bc3c0e9,种子,,,
f26a685b-4b70-4470-b634-725b9bc3c0e9,种苗;组培苗,,不可见,
f26a685b-4b70-4470-b634-725b9bc3c0e9,叶,,裸眼可见,
f26a685b-4b70-4470-b634-725b9bc3c0e9,茎;枝;芽,,不可见,
f26a685b-4b70-4470-b634-725b9bc3c0e9,花,,,
f26a685b-4b70-4470-b634-725b9bc3c0e9,果实（包括果柄）,,,
f26a685b-4b70-4470-b634-725b9bc3c0e9,根,,,
92c1b395-c91b-402e-a4ae-28da7a3c4cc2,叶,,,
e9993793-ab92-4055-9800-7a2bfa1fff6c,种苗;组培苗,,裸眼可见,
e9993793-ab92-4055-9800-7a2bfa1fff6c,叶,,裸眼可见,
e9993793-ab92-4055-9800-7a2bfa1fff6c,茎;枝;芽,,不可见,
e9993793-ab92-4055-9800-7a2bfa1fff6c,花,,,
e9993793-ab92-4055-9800-7a2bfa1fff6c,果实（包括果柄）,,,
e9993793-ab92-4055-9800-7a2bfa1fff6c,根,,不可见,
c938c0fd-906c-4148-8429-824344d57e22,叶,,,
32b33a0b-9f02-4cd8-868f-4c363aaecd9a,叶,,裸眼可见,
32b33a0b-9f02-4cd8-868f-4c363aaecd9a,树皮,,不可见,
32b33a0b-9f02-4cd8-868f-4c363aaecd9a,木材,,不可见,
32b33a0b-9f02-4cd8-868f-4c363aaecd9a,茎;枝;芽,,不可见,
32b33a0b-9f02-4cd8-868f-4c363aaecd9a,花,,不可见,
32b33a0b-9f02-4cd8-868f-4c363aaecd9a,果实（包括果柄）,,裸眼可见,
32b33a0b-9f02-4cd8-868f-4c363aaecd9a,根,,不可见,
14332b31-f0ac-41bc-bc00-a139f6f5df6c,全株,,,
d8813f65-6ae9-47b6-a7bd-7b1a2391d8ba,叶,,,
b98ea2f8-2c37-4670-975c-ad197df178d9,全株,,,
92411ff8-91fa-46b5-98ea-60e5fbef1ff2,全株,,,
9c180926-d7cd-4ef7-8bb3-7384259c07ad,种子,,,
9c180926-d7cd-4ef7-8bb3-7384259c07ad,种苗;组培苗,,,
9c180926-d7cd-4ef7-8bb3-7384259c07ad,叶,,,
9c180926-d7cd-4ef7-8bb3-7384259c07ad,茎;枝;芽,,,
9c180926-d7cd-4ef7-8bb3-7384259c07ad,花,,,
9c180926-d7cd-4ef7-8bb3-7384259c07ad,根,,,
6183649d-c6ba-4352-82ec-4470efad78a4,叶,,,
9f4b8039-fd65-4356-9235-b2aad7feaede,叶,,,
c8982b07-813b-4555-9428-a1ebc0959979,全株,,,
f83b6ff3-0572-4efa-9075-f0eebe473a47,种子,,,
f83b6ff3-0572-4efa-9075-f0eebe473a47,种苗;组培苗,,,
f83b6ff3-0572-4efa-9075-f0eebe473a47,叶,,,
f83b6ff3-0572-4efa-9075-f0eebe473a47,茎;枝;芽,,,
f83b6ff3-0572-4efa-9075-f0eebe473a47,花,,,
f83b6ff3-0572-4efa-9075-f0eebe473a47,果实（包括果柄）,,,
f83b6ff3-0572-4efa-9075-f0eebe473a47,根,,,
d2a101a5-1548-460f-87c0-67c2793431d9,全株,,,
947b72e7-e53e-47b6-9c8c-c4d3b1298e25,种子,,不可见,
947b72e7-e53e-47b6-9c8c-c4d3b1298e25,种苗;组培苗,,不可见,
947b72e7-e53e-47b6-9c8c-c4d3b1298e25,叶,,不可见,
947b72e7-e53e-47b6-9c8c-c4d3b1298e25,鳞球茎（包括鳞茎/块茎/块根）,,不可见,
947b72e7-e53e-47b6-9c8c-c4d3b1298e25,花,,,
947b72e7-e53e-47b6-9c8c-c4d3b1298e25,根,,,
5ac8409d-7b3a-4d59-b8f4-db32f50e1e9d,种子,,不可见,
5ac8409d-7b3a-4d59-b8f4-db32f50e1e9d,种苗;组培苗,,不可见,
5ac8409d-7b3a-4d59-b8f4-db32f50e1e9d,叶,,不可见,
5ac8409d-7b3a-4d59-b8f4-db32f50e1e9d,鳞球茎（包括鳞茎/块茎/块根）,,不可见,
5ac8409d-7b3a-4d59-b8f4-db32f50e1e9d,茎;枝;芽,,不可见,
3c7178fa-97f0-4901-b080-8c1282799fa4,种子,,,
3c7178fa-97f0-4901-b080-8c1282799fa4,种苗;组培苗,,,
3c7178fa-97f0-4901-b080-8c1282799fa4,叶,,裸眼可见,
3c7178fa-97f0-4901-b080-8c1282799fa4,茎;枝;芽,,不可见,
3c7178fa-97f0-4901-b080-8c1282799fa4,花,,不可见,
3c7178fa-97f0-4901-b080-8c1282799fa4,果实（包括果柄）,,不可见,
3c7178fa-97f0-4901-b080-8c1282799fa4,根,,不可见,
2fda4191-b43f-486e-a66d-ac7a9236ead9,叶,,,
4a20b855-5aab-4caf-86c5-36293534206f,种子,,,
4a20b855-5aab-4caf-86c5-36293534206f,种苗;组培苗,,,
4a20b855-5aab-4caf-86c5-36293534206f,叶,,,
4a20b855-5aab-4caf-86c5-36293534206f,茎;枝;芽,,,
4a20b855-5aab-4caf-86c5-36293534206f,花,,,
4a20b855-5aab-4caf-86c5-36293534206f,果实（包括果柄）,,,
4a20b855-5aab-4caf-86c5-36293534206f,根,,,
0ba53640-91be-4f63-b299-cc2e165f17c1,叶,,,
1bf56214-1d18-4d7e-a9e5-55ab621ac403,种子,,,
1bf56214-1d18-4d7e-a9e5-55ab621ac403,种苗;组培苗,,,
1bf56214-1d18-4d7e-a9e5-55ab621ac403,叶,,,
1bf56214-1d18-4d7e-a9e5-55ab621ac403,花,,,
1bf56214-1d18-4d7e-a9e5-55ab621ac403,根,,,
430213e9-9576-4c06-9949-082f2076f4ed,种子,,,
430213e9-9576-4c06-9949-082f2076f4ed,种苗;组培苗,,,
430213e9-9576-4c06-9949-082f2076f4ed,叶,,,
430213e9-9576-4c06-9949-082f2076f4ed,茎;枝;芽,,,
430213e9-9576-4c06-9949-082f2076f4ed,花,,,
430213e9-9576-4c06-9949-082f2076f4ed,根,,,
66dbeeff-5c7e-4e24-8623-edbe0857c2ae,种子,,,
66dbeeff-5c7e-4e24-8623-edbe0857c2ae,种苗;组培苗,,,
66dbeeff-5c7e-4e24-8623-edbe0857c2ae,叶,,,
66dbeeff-5c7e-4e24-8623-edbe0857c2ae,茎;枝;芽,,,
66dbeeff-5c7e-4e24-8623-edbe0857c2ae,花,,,
66dbeeff-5c7e-4e24-8623-edbe0857c2ae,根,,,
6407ccf4-4c8c-47ed-8df5-de4f8cdde3aa,种子,,,
6407ccf4-4c8c-47ed-8df5-de4f8cdde3aa,种苗;组培苗,,,
6407ccf4-4c8c-47ed-8df5-de4f8cdde3aa,叶,,,
6407ccf4-4c8c-47ed-8df5-de4f8cdde3aa,全株,,,
6407ccf4-4c8c-47ed-8df5-de4f8cdde3aa,茎;枝;芽,,,
6407ccf4-4c8c-47ed-8df5-de4f8cdde3aa,花,,,
6407ccf4-4c8c-47ed-8df5-de4f8cdde3aa,果实（包括果柄）,,,
6407ccf4-4c8c-47ed-8df5-de4f8cdde3aa,根,,,
12290dd1-2b82-4437-8f68-1e5f9a995cd0,种子,,不可见,
12290dd1-2b82-4437-8f68-1e5f9a995cd0,种苗;组培苗,,不可见,
12290dd1-2b82-4437-8f68-1e5f9a995cd0,叶,,不可见,
12290dd1-2b82-4437-8f68-1e5f9a995cd0,茎;枝;芽,,不可见,
b983428b-3a3a-478c-bfaa-940e90c76616,叶,,,
46f136fd-7c57-4ec2-acc4-0b42acdecc51,种子,,,
46f136fd-7c57-4ec2-acc4-0b42acdecc51,种苗;组培苗,,,
46f136fd-7c57-4ec2-acc4-0b42acdecc51,叶,,,
46f136fd-7c57-4ec2-acc4-0b42acdecc51,全株,,,
46f136fd-7c57-4ec2-acc4-0b42acdecc51,茎;枝;芽,,,
46f136fd-7c57-4ec2-acc4-0b42acdecc51,茎,,,
46f136fd-7c57-4ec2-acc4-0b42acdecc51,花,,,
46f136fd-7c57-4ec2-acc4-0b42acdecc51,果实（包括果柄）,,,
46f136fd-7c57-4ec2-acc4-0b42acdecc51,根,,,
c4e694ce-41d2-4604-8f48-3c3dab8f0918,种子,,,
c4e694ce-41d2-4604-8f48-3c3dab8f0918,种苗;组培苗,,,
c4e694ce-41d2-4604-8f48-3c3dab8f0918,叶,,,
c4e694ce-41d2-4604-8f48-3c3dab8f0918,茎;枝;芽,,,
c4e694ce-41d2-4604-8f48-3c3dab8f0918,花,,,
c4e694ce-41d2-4604-8f48-3c3dab8f0918,根,,,
1c3e93e4-009d-46b0-8526-a43c300ad4fd,种子,,,
1c3e93e4-009d-46b0-8526-a43c300ad4fd,种苗;组培苗,,,
1c3e93e4-009d-46b0-8526-a43c300ad4fd,叶,,,
1c3e93e4-009d-46b0-8526-a43c300ad4fd,茎;枝;芽,,,
1c3e93e4-009d-46b0-8526-a43c300ad4fd,花,,,
1c3e93e4-009d-46b0-8526-a43c300ad4fd,果实（包括果柄）,,,
1c3e93e4-009d-46b0-8526-a43c300ad4fd,根,,,
3165a841-e1d7-492b-863f-61e109ce3e07,种子,,,
3165a841-e1d7-492b-863f-61e109ce3e07,种苗;组培苗,,,
3165a841-e1d7-492b-863f-61e109ce3e07,叶,,不可见,
3165a841-e1d7-492b-863f-61e109ce3e07,茎;枝;芽,,不可见,
3165a841-e1d7-492b-863f-61e109ce3e07,花,,,
3165a841-e1d7-492b-863f-61e109ce3e07,果实（包括果柄）,,不可见,
3165a841-e1d7-492b-863f-61e109ce3e07,根,,不可见,
48a04fd1-a6cc-4fe3-a990-4904395fcd15,全株,,,
283003a1-31a1-42cf-8ccf-14e66659585b,种子,,不可见,
283003a1-31a1-42cf-8ccf-14e66659585b,种苗;组培苗,,裸眼可见,
283003a1-31a1-42cf-8ccf-14e66659585b,叶,,裸眼可见,
283003a1-31a1-42cf-8ccf-14e66659585b,树皮,,不可见,
283003a1-31a1-42cf-8ccf-14e66659585b,木材,,不可见,
283003a1-31a1-42cf-8ccf-14e66659585b,茎;枝;芽,,裸眼可见,
283003a1-31a1-42cf-8ccf-14e66659585b,花,,,
283003a1-31a1-42cf-8ccf-14e66659585b,果实（包括果柄）,,,
283003a1-31a1-42cf-8ccf-14e66659585b,根,,不可见,
62ba9be5-ab21-4578-a1b2-fc9a5f64fcc6,种子,,,
62ba9be5-ab21-4578-a1b2-fc9a5f64fcc6,种苗;组培苗,,,
62ba9be5-ab21-4578-a1b2-fc9a5f64fcc6,叶,,,
62ba9be5-ab21-4578-a1b2-fc9a5f64fcc6,茎;枝;芽,,,
62ba9be5-ab21-4578-a1b2-fc9a5f64fcc6,花,,,
62ba9be5-ab21-4578-a1b2-fc9a5f64fcc6,果实（包括果柄）,,,
62ba9be5-ab21-4578-a1b2-fc9a5f64fcc6,根,,,
cb22b6a5-9e65-4767-96e3-234c799e69c3,种子,,,
cb22b6a5-9e65-4767-96e3-234c799e69c3,种苗;组培苗,,,
cb22b6a5-9e65-4767-96e3-234c799e69c3,叶,,,
cb22b6a5-9e65-4767-96e3-234c799e69c3,花,,,
cb22b6a5-9e65-4767-96e3-234c799e69c3,果实（包括果柄）,,,
cb22b6a5-9e65-4767-96e3-234c799e69c3,根,,,
2832b432-c19e-4e96-ba97-52cf3f738ac1,种子,,,
2832b432-c19e-4e96-ba97-52cf3f738ac1,种苗;组培苗,,,
2832b432-c19e-4e96-ba97-52cf3f738ac1,叶,,,
2832b432-c19e-4e96-ba97-52cf3f738ac1,茎;枝;芽,,,
2832b432-c19e-4e96-ba97-52cf3f738ac1,花,,,
2832b432-c19e-4e96-ba97-52cf3f738ac1,果实（包括果柄）,,,
2832b432-c19e-4e96-ba97-52cf3f738ac1,根,,,
5ca82a12-0dca-4f2a-8aab-50e1ab244ad1,种子,,,
5ca82a12-0dca-4f2a-8aab-50e1ab244ad1,种苗;组培苗,,,
5ca82a12-0dca-4f2a-8aab-50e1ab244ad1,叶,,,
5ca82a12-0dca-4f2a-8aab-50e1ab244ad1,茎;枝;芽,,,
5ca82a12-0dca-4f2a-8aab-50e1ab244ad1,花,,,
5ca82a12-0dca-4f2a-8aab-50e1ab244ad1,果实（包括果柄）,,,
5ca82a12-0dca-4f2a-8aab-50e1ab244ad1,根,,,
59f45c7f-18ba-4944-995f-ccee3ec4c013,种子,,,
59f45c7f-18ba-4944-995f-ccee3ec4c013,种苗;组培苗,,,
59f45c7f-18ba-4944-995f-ccee3ec4c013,叶,,,
59f45c7f-18ba-4944-995f-ccee3ec4c013,花,,,
59f45c7f-18ba-4944-995f-ccee3ec4c013,果实（包括果柄）,,,
59f45c7f-18ba-4944-995f-ccee3ec4c013,根,,,
32b0d524-6059-4f96-b4d2-1c5a989b9544,叶,,,
6de2fc5f-eab5-4e64-a300-eb59b4a4c2f0,种子,,,
6de2fc5f-eab5-4e64-a300-eb59b4a4c2f0,种苗;组培苗,,,
6de2fc5f-eab5-4e64-a300-eb59b4a4c2f0,叶,,,
6de2fc5f-eab5-4e64-a300-eb59b4a4c2f0,茎;枝;芽,,,
6de2fc5f-eab5-4e64-a300-eb59b4a4c2f0,花,,,
6de2fc5f-eab5-4e64-a300-eb59b4a4c2f0,果实（包括果柄）,,,
6de2fc5f-eab5-4e64-a300-eb59b4a4c2f0,根,,,
d2d0ff99-c0dd-4929-9b09-bdef8e5cb9bd,全株,,,
a3bc7b7a-0fd8-494e-be13-60b12d066aec,叶,,,
8a8417ec-1413-485c-87d3-04ee816a57e2,种子,,,
8a8417ec-1413-485c-87d3-04ee816a57e2,种苗;组培苗,,,
8a8417ec-1413-485c-87d3-04ee816a57e2,叶,,,
8a8417ec-1413-485c-87d3-04ee816a57e2,茎;枝;芽,,,
8a8417ec-1413-485c-87d3-04ee816a57e2,花,,,
8a8417ec-1413-485c-87d3-04ee816a57e2,根,,,
2393f7e5-3c5d-49d4-9ba6-ca1e4db82aea,种子,,,
